score,text,casefolding_text,cleaning_text,slangword_text,tokenizing_text,stopword_text,final_text,label,text_length
5,Walau respon kadang lama tapi sudah cukup membantu buat curhat masyarakat.,walau respon kadang lama tapi sudah cukup membantu buat curhat masyarakat.,walau respon kadang lama tapi sudah cukup membantu buat curhat masyarakat,walau respon kadang lama tapi sudah cukup membantu buat curhat masyarakat,"['walau', 'respon', 'kadang', 'lama', 'tapi', 'sudah', 'cukup', 'membantu', 'buat', 'curhat', 'masyarakat']","['respon', 'kadang', 'lama', 'membantu', 'curhat', 'masyarakat']",respon kadang lama membantu curhat masyarakat,positif,6
5,"Awal awal aja ini respon cepat.kebelakang gk ada lagi...aplikasi buat nyairkan duit proyek aja ini,,udah dapet gk peduli lagideh..Kenapa habis pembaruan katagori laporan hilang.jadi gak bisa lapor iniRespon cepat...tq.sangat membantu sebagai perpanjangan tangan ke lembaga terkait.bisa jua buat curhat menyampaikan uneg uneg pada birokrasi di negara ini yang sistemnya kelihatan masih amburadul.,tinggal masalahnya pelaporan ini bisa cepat juga tidak penyelesaiannya oleh birokrasi yang bersangkutan.","awal awal aja ini respon cepat.kebelakang gk ada lagi...aplikasi buat nyairkan duit proyek aja ini,,udah dapet gk peduli lagideh..kenapa habis pembaruan katagori laporan hilang.jadi gak bisa lapor inirespon cepat...tq.sangat membantu sebagai perpanjangan tangan ke lembaga terkait.bisa jua buat curhat menyampaikan uneg uneg pada birokrasi di negara ini yang sistemnya kelihatan masih amburadul.,tinggal masalahnya pelaporan ini bisa cepat juga tidak penyelesaiannya oleh birokrasi yang bersangkutan.",awal awal aja ini respon cepatkebelakang gk ada lagiaplikasi buat nyairkan duit proyek aja iniudah dapet gk peduli lagidehkenapa habis pembaruan katagori laporan hilangjadi gak bisa lapor inirespon cepattqsangat membantu sebagai perpanjangan tangan ke lembaga terkaitbisa jua buat curhat menyampaikan uneg uneg pada birokrasi di negara ini yang sistemnya kelihatan masih amburadultinggal masalahnya pelaporan ini bisa cepat juga tidak penyelesaiannya oleh birokrasi yang bersangkutan,awal awal aja ini respon cepatkebelakang tidak ada lagiaplikasi buat nyairkan duit proyek aja iniudah dapet tidak peduli lagidehkenapa habis pembaruan katagori laporan hilangjadi tidak bisa laporan inirespon cepattqsangat membantu sebagai perpanjangan tangan ke lembaga terkaitbisa jua buat curhat menyampaikan uneg uneg pada birokrasi di negara ini yang sistemnya kelihatan masih amburadultinggal masalahnya pelaporan ini bisa cepat juga tidak penyelesaiannya oleh birokrasi yang bersangkutan,"['awal', 'awal', 'aja', 'ini', 'respon', 'cepatkebelakang', 'tidak', 'ada', 'lagiaplikasi', 'buat', 'nyairkan', 'duit', 'proyek', 'aja', 'iniudah', 'dapet', 'tidak', 'peduli', 'lagidehkenapa', 'habis', 'pembaruan', 'katagori', 'laporan', 'hilangjadi', 'tidak', 'bisa', 'laporan', 'inirespon', 'cepattqsangat', 'membantu', 'sebagai', 'perpanjangan', 'tangan', 'ke', 'lembaga', 'terkaitbisa', 'jua', 'buat', 'curhat', 'menyampaikan', 'uneg', 'uneg', 'pada', 'birokrasi', 'di', 'negara', 'ini', 'yang', 'sistemnya', 'kelihatan', 'masih', 'amburadultinggal', 'masalahnya', 'pelaporan', 'ini', 'bisa', 'cepat', 'juga', 'tidak', 'penyelesaiannya', 'oleh', 'birokrasi', 'yang', 'bersangkutan']","['aja', 'respon', 'cepatkebelakang', 'tidak', 'ada', 'lagiaplikasi', 'nyairkan', 'duit', 'proyek', 'aja', 'iniudah', 'dapet', 'tidak', 'peduli', 'lagidehkenapa', 'habis', 'pembaruan', 'katagori', 'laporan', 'hilangjadi', 'tidak', 'bisa', 'laporan', 'inirespon', 'cepattqsangat', 'membantu', 'perpanjangan', 'tangan', 'lembaga', 'terkaitbisa', 'jua', 'curhat', 'uneg', 'uneg', 'birokrasi', 'negara', 'sistemnya', 'amburadultinggal', 'pelaporan', 'bisa', 'cepat', 'tidak', 'penyelesaiannya', 'birokrasi', 'bersangkutan']",aja respon cepatkebelakang tidak ada lagiaplikasi nyairkan duit proyek aja iniudah dapet tidak peduli lagidehkenapa habis pembaruan katagori laporan hilangjadi tidak bisa laporan inirespon cepattqsangat membantu perpanjangan tangan lembaga terkaitbisa jua curhat uneg uneg birokrasi negara sistemnya amburadultinggal pelaporan bisa cepat tidak penyelesaiannya birokrasi bersangkutan,positif,45
5,Allhamdulillah aplikasi ini sngat bermanfaat buat kita semua,allhamdulillah aplikasi ini sngat bermanfaat buat kita semua,allhamdulillah aplikasi ini sngat bermanfaat buat kita semua,allhamdulillah aplikasi ini sngat bermanfaat buat kita semua,"['allhamdulillah', 'aplikasi', 'ini', 'sngat', 'bermanfaat', 'buat', 'kita', 'semua']","['allhamdulillah', 'aplikasi', 'sngat', 'bermanfaat']",allhamdulillah aplikasi sngat bermanfaat,positif,4
5,"Sangat membantu untuk hal"" pe laporan","sangat membantu untuk hal"" pe laporan",sangat membantu untuk hal pe laporan,sangat membantu untuk hal pe laporan,"['sangat', 'membantu', 'untuk', 'hal', 'pe', 'laporan']","['membantu', 'pe', 'laporan']",membantu pe laporan,positif,3
2,Saya masuk gk bisa padahal saya udah melengkapi data nya,saya masuk gk bisa padahal saya udah melengkapi data nya,saya masuk gk bisa padahal saya udah melengkapi data nya,saya masuk tidak bisa padahal saya udah melengkapi data nya,"['saya', 'masuk', 'tidak', 'bisa', 'padahal', 'saya', 'udah', 'melengkapi', 'data', 'nya']","['saya', 'masuk', 'tidak', 'bisa', 'saya', 'udah', 'melengkapi', 'data']",saya masuk tidak bisa saya udah melengkapi data,negatif,8
2,Respon lama,respon lama,respon lama,respon lama,"['respon', 'lama']","['respon', 'lama']",respon lama,negatif,2
5,Alhamdulillah sangat membantu. Proses saat kita mengadu dan tanggapan nya juga cepat. Terimakasih. Lebih tingkatkan lagi dan lagi biar meringankan masyarakat.,alhamdulillah sangat membantu. proses saat kita mengadu dan tanggapan nya juga cepat. terimakasih. lebih tingkatkan lagi dan lagi biar meringankan masyarakat.,alhamdulillah sangat membantu proses saat kita mengadu dan tanggapan nya juga cepat terimakasih lebih tingkatkan lagi dan lagi biar meringankan masyarakat,alhamdulillah sangat membantu proses saat kita mengadu dan tanggapan nya juga cepat terimakasih lebih tingkatkan lagi dan lagi biar meringankan masyarakat,"['alhamdulillah', 'sangat', 'membantu', 'proses', 'saat', 'kita', 'mengadu', 'dan', 'tanggapan', 'nya', 'juga', 'cepat', 'terimakasih', 'lebih', 'tingkatkan', 'lagi', 'dan', 'lagi', 'biar', 'meringankan', 'masyarakat']","['alhamdulillah', 'membantu', 'proses', 'mengadu', 'tanggapan', 'cepat', 'terimakasih', 'tingkatkan', 'biar', 'meringankan', 'masyarakat']",alhamdulillah membantu proses mengadu tanggapan cepat terimakasih tingkatkan biar meringankan masyarakat,positif,11
3,Apakah Aplikasi ini Bisa di #Percaya??? Tidakkah bakal ada #Oknum #Tertentu yang bisa Me #Manipulasi #Lapor an??? ✌✌✌,apakah aplikasi ini bisa di #percaya??? tidakkah bakal ada #oknum #tertentu yang bisa me #manipulasi #lapor an??? ✌✌✌,apakah aplikasi ini bisa di tidakkah bakal ada yang bisa me an,apakah aplikasi ini bisa di tidakkah bakal ada yang bisa me an,"['apakah', 'aplikasi', 'ini', 'bisa', 'di', 'tidakkah', 'bakal', 'ada', 'yang', 'bisa', 'me', 'an']","['aplikasi', 'bisa', 'ada', 'bisa']",aplikasi bisa ada bisa,netral,4
5,"Kemana masyarakat harus melapor,jika bukan kepada penyelenggara negara,tempat berkeluh kesah atas apa yang dirasakan,dilihat,didengar,dan dialami,saya berharap aplikasi ini dapat menjadi media antar rakyat dan penyelenggara negara sebagai suatu komunikasi yang konstitusional.","kemana masyarakat harus melapor,jika bukan kepada penyelenggara negara,tempat berkeluh kesah atas apa yang dirasakan,dilihat,didengar,dan dialami,saya berharap aplikasi ini dapat menjadi media antar rakyat dan penyelenggara negara sebagai suatu komunikasi yang konstitusional.",kemana masyarakat harus melaporjika bukan kepada penyelenggara negaratempat berkeluh kesah atas apa yang dirasakandilihatdidengardan dialamisaya berharap aplikasi ini dapat menjadi media antar rakyat dan penyelenggara negara sebagai suatu komunikasi yang konstitusional,kemana masyarakat harus melaporjika bukan kepada penyelenggara negaratempat berkeluh kesah atas apa yang dirasakandilihatdidengardan dialamisaya berharap aplikasi ini dapat menjadi media antar rakyat dan penyelenggara negara sebagai suatu komunikasi yang konstitusional,"['kemana', 'masyarakat', 'harus', 'melaporjika', 'bukan', 'kepada', 'penyelenggara', 'negaratempat', 'berkeluh', 'kesah', 'atas', 'apa', 'yang', 'dirasakandilihatdidengardan', 'dialamisaya', 'berharap', 'aplikasi', 'ini', 'dapat', 'menjadi', 'media', 'antar', 'rakyat', 'dan', 'penyelenggara', 'negara', 'sebagai', 'suatu', 'komunikasi', 'yang', 'konstitusional']","['kemana', 'masyarakat', 'melaporjika', 'penyelenggara', 'negaratempat', 'berkeluh', 'kesah', 'dirasakandilihatdidengardan', 'dialamisaya', 'berharap', 'aplikasi', 'dapat', 'media', 'rakyat', 'penyelenggara', 'negara', 'komunikasi', 'konstitusional']",kemana masyarakat melaporjika penyelenggara negaratempat berkeluh kesah dirasakandilihatdidengardan dialamisaya berharap aplikasi dapat media rakyat penyelenggara negara komunikasi konstitusional,positif,18
5,semoga bisa membatu,semoga bisa membatu,semoga bisa membatu,semoga bisa membatu,"['semoga', 'bisa', 'membatu']","['semoga', 'bisa', 'membatu']",semoga bisa membatu,positif,3
3,sudah buat laporan tidak terverifikasi juga,sudah buat laporan tidak terverifikasi juga,sudah buat laporan tidak terverifikasi juga,sudah buat laporan tidak terverifikasi juga,"['sudah', 'buat', 'laporan', 'tidak', 'terverifikasi', 'juga']","['laporan', 'tidak', 'terverifikasi']",laporan tidak terverifikasi,netral,3
5,bagus,bagus,bagus,bagus,['bagus'],['bagus'],bagus,positif,1
5,Sangat sangat membantu Terima Kasih...,sangat sangat membantu terima kasih...,sangat sangat membantu terima kasih,sangat sangat membantu terima kasih,"['sangat', 'sangat', 'membantu', 'terima', 'kasih']","['membantu', 'terima', 'kasih']",membantu terima kasih,positif,3
5,Mantap,mantap,mantap,mantap,['mantap'],['mantap'],mantap,positif,1
5,ok,ok,ok,ok,['ok'],['ok'],ok,positif,1
5,Semoga aplikasi ini selalu bermanfaat dan menyampaikan pendapat/aspirasi masyarakat 👍👍👍👍👍,semoga aplikasi ini selalu bermanfaat dan menyampaikan pendapat/aspirasi masyarakat 👍👍👍👍👍,semoga aplikasi ini selalu bermanfaat dan menyampaikan pendapataspirasi masyarakat,semoga aplikasi ini selalu bermanfaat dan menyampaikan pendapataspirasi masyarakat,"['semoga', 'aplikasi', 'ini', 'selalu', 'bermanfaat', 'dan', 'menyampaikan', 'pendapataspirasi', 'masyarakat']","['semoga', 'aplikasi', 'bermanfaat', 'pendapataspirasi', 'masyarakat']",semoga aplikasi bermanfaat pendapataspirasi masyarakat,positif,5
5,Bagus,bagus,bagus,bagus,['bagus'],['bagus'],bagus,positif,1
5,"Terimakasih . Aplikasi nya bagus , respon nya pun cepat","terimakasih . aplikasi nya bagus , respon nya pun cepat",terimakasih aplikasi nya bagus respon nya pun cepat,terimakasih aplikasi nya bagus respon nya pun cepat,"['terimakasih', 'aplikasi', 'nya', 'bagus', 'respon', 'nya', 'pun', 'cepat']","['terimakasih', 'aplikasi', 'bagus', 'respon', 'cepat']",terimakasih aplikasi bagus respon cepat,positif,5
5,Insya Allah aplikasi ini amanah,insya allah aplikasi ini amanah,insya allah aplikasi ini amanah,insya allah aplikasi ini amanah,"['insya', 'allah', 'aplikasi', 'ini', 'amanah']","['insya', 'allah', 'aplikasi', 'amanah']",insya allah aplikasi amanah,positif,4
1,"Yah banyak bugny, force close mulu, tekan tombol sini malah lari kesono, tekan profile malah force close, tekan tracking malah error, haduh.....haduh gimana ini? Malah bikin jadi lebih sulit melapor dah ini","yah banyak bugny, force close mulu, tekan tombol sini malah lari kesono, tekan profile malah force close, tekan tracking malah error, haduh.....haduh gimana ini? malah bikin jadi lebih sulit melapor dah ini",yah banyak bugny force close mulu tekan tombol sini malah lari kesono tekan profile malah force close tekan tracking malah error haduhhaduh gimana ini malah bikin jadi lebih sulit melapor dah ini,yah banyak bugny force close mulu tekan tombol sini malah lari kesono tekan profile malah force close tekan tracking malah error haduhhaduh gimana ini malah bikin jadi lebih sulit melapor dah ini,"['yah', 'banyak', 'bugny', 'force', 'close', 'mulu', 'tekan', 'tombol', 'sini', 'malah', 'lari', 'kesono', 'tekan', 'profile', 'malah', 'force', 'close', 'tekan', 'tracking', 'malah', 'error', 'haduhhaduh', 'gimana', 'ini', 'malah', 'bikin', 'jadi', 'lebih', 'sulit', 'melapor', 'dah', 'ini']","['yah', 'bugny', 'force', 'close', 'mulu', 'tekan', 'tombol', 'lari', 'kesono', 'tekan', 'profile', 'force', 'close', 'tekan', 'tracking', 'error', 'haduhhaduh', 'gimana', 'bikin', 'sulit', 'melapor', 'dah']",yah bugny force close mulu tekan tombol lari kesono tekan profile force close tekan tracking error haduhhaduh gimana bikin sulit melapor dah,negatif,22
1,"Aplikasi hoax,jangan download.. tipuan aja. Saya sudah lapor, hingga akhirnya laporan anda sudah selesai. Faktanya cuma bohongan..","aplikasi hoax,jangan download.. tipuan aja. saya sudah lapor, hingga akhirnya laporan anda sudah selesai. faktanya cuma bohongan..",aplikasi hoaxjangan download tipuan aja saya sudah lapor hingga akhirnya laporan anda sudah selesai faktanya cuma bohongan,aplikasi hoaxjangan download tipuan aja saya sudah laporan hingga akhirnya laporan anda sudah selesai faktanya cuma bohongan,"['aplikasi', 'hoaxjangan', 'download', 'tipuan', 'aja', 'saya', 'sudah', 'laporan', 'hingga', 'akhirnya', 'laporan', 'anda', 'sudah', 'selesai', 'faktanya', 'cuma', 'bohongan']","['aplikasi', 'hoaxjangan', 'download', 'tipuan', 'aja', 'saya', 'laporan', 'laporan', 'selesai', 'faktanya', 'bohongan']",aplikasi hoaxjangan download tipuan aja saya laporan laporan selesai faktanya bohongan,negatif,11
5,Sanggat bagus sekali,sanggat bagus sekali,sanggat bagus sekali,sanggat bagus sekali,"['sanggat', 'bagus', 'sekali']","['sanggat', 'bagus']",sanggat bagus,positif,2
5,Semoga SPAN LAPOR BERMANFAAT BAGI MASYARAKAT KECIL,semoga span lapor bermanfaat bagi masyarakat kecil,semoga span lapor bermanfaat bagi masyarakat kecil,semoga span laporan bermanfaat bagi masyarakat kecil,"['semoga', 'span', 'laporan', 'bermanfaat', 'bagi', 'masyarakat', 'kecil']","['semoga', 'span', 'laporan', 'bermanfaat', 'masyarakat']",semoga span laporan bermanfaat masyarakat,positif,5
5,Bagus,bagus,bagus,bagus,['bagus'],['bagus'],bagus,positif,1
5,Test di coba,test di coba,test di coba,test di coba,"['test', 'di', 'coba']","['test', 'coba']",test coba,positif,2
2,"Laporan yang bisa di proses yang bagaimana sih. Saya lapor tentang kurang keadilan di perusahaan swasta tapi malah dihapus tanpa alasan. Semestinya ada alasan, maaf laporan anda bla...bla...bla...bla...gitu kek. Jadi bisa dipahami. Seakan meremehkan keluhan .","laporan yang bisa di proses yang bagaimana sih. saya lapor tentang kurang keadilan di perusahaan swasta tapi malah dihapus tanpa alasan. semestinya ada alasan, maaf laporan anda bla...bla...bla...bla...gitu kek. jadi bisa dipahami. seakan meremehkan keluhan .",laporan yang bisa di proses yang bagaimana sih saya lapor tentang kurang keadilan di perusahaan swasta tapi malah dihapus tanpa alasan semestinya ada alasan maaf laporan anda blablablablagitu kek jadi bisa dipahami seakan meremehkan keluhan,laporan yang bisa di proses yang bagaimana sih saya laporan tentang kurang keadilan di perusahaan swasta tapi malah dihapus tanpa alasan semestinya ada alasan maaf laporan anda blablablablagitu kek jadi bisa dipahami seakan meremehkan keluhan,"['laporan', 'yang', 'bisa', 'di', 'proses', 'yang', 'bagaimana', 'sih', 'saya', 'laporan', 'tentang', 'kurang', 'keadilan', 'di', 'perusahaan', 'swasta', 'tapi', 'malah', 'dihapus', 'tanpa', 'alasan', 'semestinya', 'ada', 'alasan', 'maaf', 'laporan', 'anda', 'blablablablagitu', 'kek', 'jadi', 'bisa', 'dipahami', 'seakan', 'meremehkan', 'keluhan']","['laporan', 'bisa', 'proses', 'saya', 'laporan', 'keadilan', 'swasta', 'dihapus', 'tanpa', 'alasan', 'semestinya', 'ada', 'alasan', 'maaf', 'laporan', 'blablablablagitu', 'kek', 'bisa', 'dipahami', 'seakan', 'meremehkan', 'keluhan']",laporan bisa proses saya laporan keadilan swasta dihapus tanpa alasan semestinya ada alasan maaf laporan blablablablagitu kek bisa dipahami seakan meremehkan keluhan,negatif,22
1,"Saya coba edit profil tanggal lahir ternyata start awal tahun 1970 ga ada pilihan tahun kelahiran saya 1968, mungkin partai ini milah usia di bawah 1970 ga boleh. Ya saya ga jadi ikutan. Ya saya hapus lapor aduan sama uninstal.","saya coba edit profil tanggal lahir ternyata start awal tahun 1970 ga ada pilihan tahun kelahiran saya 1968, mungkin partai ini milah usia di bawah 1970 ga boleh. ya saya ga jadi ikutan. ya saya hapus lapor aduan sama uninstal.",saya coba edit profil tanggal lahir ternyata start awal tahun ga ada pilihan tahun kelahiran saya mungkin partai ini milah usia di bawah ga boleh ya saya ga jadi ikutan ya saya hapus lapor aduan sama uninstal,saya coba edit profil tanggal lahir ternyata start awal tahun tidak ada pilihan tahun kelahiran saya mungkin partai ini milah usia di bawah tidak boleh ya saya tidak jadi ikutan ya saya hapus laporan pengaduan sama uninstal,"['saya', 'coba', 'edit', 'profil', 'tanggal', 'lahir', 'ternyata', 'start', 'awal', 'tahun', 'tidak', 'ada', 'pilihan', 'tahun', 'kelahiran', 'saya', 'mungkin', 'partai', 'ini', 'milah', 'usia', 'di', 'bawah', 'tidak', 'boleh', 'ya', 'saya', 'tidak', 'jadi', 'ikutan', 'ya', 'saya', 'hapus', 'laporan', 'pengaduan', 'sama', 'uninstal']","['saya', 'coba', 'edit', 'profil', 'tanggal', 'lahir', 'start', 'tidak', 'ada', 'pilihan', 'kelahiran', 'saya', 'partai', 'milah', 'usia', 'tidak', 'saya', 'tidak', 'ikutan', 'saya', 'hapus', 'laporan', 'pengaduan', 'uninstal']",saya coba edit profil tanggal lahir start tidak ada pilihan kelahiran saya partai milah usia tidak saya tidak ikutan saya hapus laporan pengaduan uninstal,negatif,24
1,Gak di respon percumah,gak di respon percumah,gak di respon percumah,tidak di respon percumah,"['tidak', 'di', 'respon', 'percumah']","['tidak', 'respon', 'percumah']",tidak respon percumah,negatif,3
5,Aplikasi sangat bagus 😁 🙏 xie xie,aplikasi sangat bagus 😁 🙏 xie xie,aplikasi sangat bagus xie xie,aplikasi sangat bagus xie xie,"['aplikasi', 'sangat', 'bagus', 'xie', 'xie']","['aplikasi', 'bagus', 'xie', 'xie']",aplikasi bagus xie xie,positif,4
3,Sippp,sippp,sip,sip,['sip'],['sip'],sip,netral,1
2,"Kategori tindak kekerasan oleh oknum aparat tidak ada,, atau saya yang belum tahu cara isinya","kategori tindak kekerasan oleh oknum aparat tidak ada,, atau saya yang belum tahu cara isinya",kategori tindak kekerasan oleh oknum aparat tidak ada atau saya yang belum tahu cara isinya,kategori tindak kekerasan oleh oknum aparat tidak ada atau saya yang belum tahu cara isinya,"['kategori', 'tindak', 'kekerasan', 'oleh', 'oknum', 'aparat', 'tidak', 'ada', 'atau', 'saya', 'yang', 'belum', 'tahu', 'cara', 'isinya']","['kategori', 'tindak', 'kekerasan', 'oknum', 'aparat', 'tidak', 'ada', 'saya', 'isinya']",kategori tindak kekerasan oknum aparat tidak ada saya isinya,negatif,9
5,"Bagus aplikasi,sangat membantu Bagi kami selaku orang awam.","bagus aplikasi,sangat membantu bagi kami selaku orang awam.",bagus aplikasisangat membantu bagi kami selaku orang awam,bagus aplikasisangat membantu bagi kami selaku orang awam,"['bagus', 'aplikasisangat', 'membantu', 'bagi', 'kami', 'selaku', 'orang', 'awam']","['bagus', 'aplikasisangat', 'membantu', 'kami', 'orang', 'awam']",bagus aplikasisangat membantu kami orang awam,positif,6
1,"Jangan sampai aplikasi ini cuma untuk menghabiskan duit negara saja !!!! siitus dan aplikasi bertebaran sebanyak banyaknya, hasil nyata nya nggak ada.","jangan sampai aplikasi ini cuma untuk menghabiskan duit negara saja !!!! siitus dan aplikasi bertebaran sebanyak banyaknya, hasil nyata nya nggak ada.",jangan sampai aplikasi ini cuma untuk menghabiskan duit negara saja siitus dan aplikasi bertebaran sebanyak banyaknya hasil nyata nya nggak ada,jangan sampai aplikasi ini cuma untuk menghabiskan duit negara saja siitus dan aplikasi bertebaran sebanyak banyaknya hasil nyata nya nggak ada,"['jangan', 'sampai', 'aplikasi', 'ini', 'cuma', 'untuk', 'menghabiskan', 'duit', 'negara', 'saja', 'siitus', 'dan', 'aplikasi', 'bertebaran', 'sebanyak', 'banyaknya', 'hasil', 'nyata', 'nya', 'nggak', 'ada']","['aplikasi', 'menghabiskan', 'duit', 'negara', 'siitus', 'aplikasi', 'bertebaran', 'banyaknya', 'hasil', 'nyata', 'nggak', 'ada']",aplikasi menghabiskan duit negara siitus aplikasi bertebaran banyaknya hasil nyata nggak ada,negatif,12
1,"Payaaahhhh.... Saya sudah lapor 4kali, habis update laporan saya jadi 0. Gimana sih... Ditanggapin aja belum udah dibikin 0. Payah.payah.payah....... Tolong dong pemerintah, gandeng pihak ke 3 utk penyempurnaan aplikasi yg lebih kece, lebih responsif..","payaaahhhh.... saya sudah lapor 4kali, habis update laporan saya jadi 0. gimana sih... ditanggapin aja belum udah dibikin 0. payah.payah.payah....... tolong dong pemerintah, gandeng pihak ke 3 utk penyempurnaan aplikasi yg lebih kece, lebih responsif..",payah saya sudah lapor kali habis update laporan saya jadi gimana sih ditanggapin aja belum udah dibikin payahpayahpayah tolong dong pemerintah gandeng pihak ke utk penyempurnaan aplikasi yg lebih kece lebih responsif,payah saya sudah laporan kali habis update laporan saya jadi gimana sih ditanggapin aja belum udah dibikin payahpayahpayah tolong dong pemerintah gandeng pihak ke untuk penyempurnaan aplikasi yang lebih kece lebih responsif,"['payah', 'saya', 'sudah', 'laporan', 'kali', 'habis', 'update', 'laporan', 'saya', 'jadi', 'gimana', 'sih', 'ditanggapin', 'aja', 'belum', 'udah', 'dibikin', 'payahpayahpayah', 'tolong', 'dong', 'pemerintah', 'gandeng', 'pihak', 'ke', 'untuk', 'penyempurnaan', 'aplikasi', 'yang', 'lebih', 'kece', 'lebih', 'responsif']","['payah', 'saya', 'laporan', 'kali', 'habis', 'update', 'laporan', 'saya', 'gimana', 'ditanggapin', 'aja', 'udah', 'dibikin', 'payahpayahpayah', 'tolong', 'pemerintah', 'gandeng', 'penyempurnaan', 'aplikasi', 'kece', 'responsif']",payah saya laporan kali habis update laporan saya gimana ditanggapin aja udah dibikin payahpayahpayah tolong pemerintah gandeng penyempurnaan aplikasi kece responsif,negatif,21
4,cukup baik,cukup baik,cukup baik,cukup baik,"['cukup', 'baik']",['baik'],baik,positif,1
5,Semoga aplikasi ini bisa menjadi solusi dalam menangani permasalahan yang ada di negara ini . Mohon untuk lebih meningkatkan respon atau tanggapan cepat dalam aplikasi ini . . Sehingga kepuasan masyarakat terhadap layanan publik bisa lebih baik .,semoga aplikasi ini bisa menjadi solusi dalam menangani permasalahan yang ada di negara ini . mohon untuk lebih meningkatkan respon atau tanggapan cepat dalam aplikasi ini . . sehingga kepuasan masyarakat terhadap layanan publik bisa lebih baik .,semoga aplikasi ini bisa menjadi solusi dalam menangani permasalahan yang ada di negara ini mohon untuk lebih meningkatkan respon atau tanggapan cepat dalam aplikasi ini sehingga kepuasan masyarakat terhadap layanan publik bisa lebih baik,semoga aplikasi ini bisa menjadi solusi dalam menangani permasalahan yang ada di negara ini mohon untuk lebih meningkatkan respon atau tanggapan cepat dalam aplikasi ini sehingga kepuasan masyarakat terhadap layanan publik bisa lebih baik,"['semoga', 'aplikasi', 'ini', 'bisa', 'menjadi', 'solusi', 'dalam', 'menangani', 'permasalahan', 'yang', 'ada', 'di', 'negara', 'ini', 'mohon', 'untuk', 'lebih', 'meningkatkan', 'respon', 'atau', 'tanggapan', 'cepat', 'dalam', 'aplikasi', 'ini', 'sehingga', 'kepuasan', 'masyarakat', 'terhadap', 'layanan', 'publik', 'bisa', 'lebih', 'baik']","['semoga', 'aplikasi', 'bisa', 'solusi', 'menangani', 'permasalahan', 'ada', 'negara', 'mohon', 'meningkatkan', 'respon', 'tanggapan', 'cepat', 'aplikasi', 'kepuasan', 'masyarakat', 'layanan', 'publik', 'bisa', 'baik']",semoga aplikasi bisa solusi menangani permasalahan ada negara mohon meningkatkan respon tanggapan cepat aplikasi kepuasan masyarakat layanan publik bisa baik,positif,20
3,Lumayan,lumayan,lumayan,lumayan,['lumayan'],['lumayan'],lumayan,netral,1
1,"Satu bintang dulu, tunggu responnnya","satu bintang dulu, tunggu responnnya",satu bintang dulu tunggu responya,satu bintang dulu tunggu responya,"['satu', 'bintang', 'dulu', 'tunggu', 'responya']","['bintang', 'tunggu', 'responya']",bintang tunggu responya,negatif,3
1,"Aplikasi dodol, gak ada penyelesaiannya, udahlah memang tabiat perangkat pemerintah yg gk mau bekerja dengan baik, kalo ada duit aja baru ditindak lanjutin laporan nya, ini aplikasi cuma gagah gagahan aja, tindakan dan penyelesaiannya masalah nol.","aplikasi dodol, gak ada penyelesaiannya, udahlah memang tabiat perangkat pemerintah yg gk mau bekerja dengan baik, kalo ada duit aja baru ditindak lanjutin laporan nya, ini aplikasi cuma gagah gagahan aja, tindakan dan penyelesaiannya masalah nol.",aplikasi dodol gak ada penyelesaiannya udahlah memang tabiat perangkat pemerintah yg gk mau bekerja dengan baik kalo ada duit aja baru ditindak lanjutin laporan nya ini aplikasi cuma gagah gagahan aja tindakan dan penyelesaiannya masalah nol,aplikasi dodol tidak ada penyelesaiannya udahlah memang tabiat perangkat pemerintah yang tidak mau bekerja dengan baik kalo ada duit aja baru ditindak lanjutin laporan nya ini aplikasi cuma gagah gagahan aja tindakan dan penyelesaiannya masalah nol,"['aplikasi', 'dodol', 'tidak', 'ada', 'penyelesaiannya', 'udahlah', 'memang', 'tabiat', 'perangkat', 'pemerintah', 'yang', 'tidak', 'mau', 'bekerja', 'dengan', 'baik', 'kalo', 'ada', 'duit', 'aja', 'baru', 'ditindak', 'lanjutin', 'laporan', 'nya', 'ini', 'aplikasi', 'cuma', 'gagah', 'gagahan', 'aja', 'tindakan', 'dan', 'penyelesaiannya', 'masalah', 'nol']","['aplikasi', 'dodol', 'tidak', 'ada', 'penyelesaiannya', 'udahlah', 'tabiat', 'perangkat', 'pemerintah', 'tidak', 'baik', 'kalo', 'ada', 'duit', 'aja', 'baru', 'ditindak', 'lanjutin', 'laporan', 'aplikasi', 'gagah', 'gagahan', 'aja', 'tindakan', 'penyelesaiannya', 'nol']",aplikasi dodol tidak ada penyelesaiannya udahlah tabiat perangkat pemerintah tidak baik kalo ada duit aja baru ditindak lanjutin laporan aplikasi gagah gagahan aja tindakan penyelesaiannya nol,negatif,26
5,Semoga Baik Kelanjutannya. Amin,semoga baik kelanjutannya. amin,semoga baik kelanjutannya amin,semoga baik kelanjutannya amin,"['semoga', 'baik', 'kelanjutannya', 'amin']","['semoga', 'baik', 'kelanjutannya', 'amin']",semoga baik kelanjutannya amin,positif,4
